Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -0.48829      3.04594      2.07099      0.97495
     -0.47829      3.11210      2.12786      0.98424
     -0.46829      3.14194      2.15317      0.98877
     -0.45829      3.10872      2.13006      0.97866
     -0.44829      3.00886      2.06016      0.94870
     -0.43829      2.86444      1.96192      0.90252
     -0.42829      2.72813      1.87229      0.85584
     -0.41829      2.65808      1.83029      0.82779
     -0.40829      2.67421      1.84859      0.82562
     -0.39829      2.74488      1.90498      0.83991
     -0.38829      2.81386      1.96013      0.85373
     -0.37829      2.83310      1.97923      0.85387
     -0.36829      2.78170      1.94543      0.83627
     -0.35829      2.67476      1.86812      0.80664
     -0.34829      2.55748      1.78039      0.77709
     -0.33829      2.47743      1.71888      0.75854
     -0.32829      2.45511      1.70053      0.75459
     -0.31829      2.47989      1.71770      0.76219
     -0.30829      2.52831      1.75154      0.77677
     -0.29829      2.58149      1.78630      0.79520
     -0.28829      2.62901      1.81378      0.81523
     -0.27829      2.66138      1.82799      0.83339
     -0.26829      2.65928      1.81719      0.84210
     -0.25829      2.59224      1.76364      0.82860
     -0.24829      2.43282      1.65369      0.77913
     -0.23829      2.17617      1.48835      0.68782
     -0.22829      1.85044      1.28607      0.56437
     -0.21829      1.51153      1.07856      0.43297
     -0.20829      1.22206      0.90125      0.32081
     -0.19829      1.02314      0.77899      0.24415
     -0.18829      0.91515      0.71292      0.20224
     -0.17829      0.86129      0.67922      0.18207
     -0.16829      0.81262      0.64430      0.16831
     -0.15829      0.73858      0.58695      0.15163
     -0.14829      0.64110      0.50997      0.13113
     -0.13829      0.54393      0.43275      0.11119
     -0.12829      0.47025      0.37401      0.09624
     -0.11829      0.42751      0.33996      0.08755
     -0.10829      0.40716      0.32392      0.08324
     -0.09829      0.39416      0.31393      0.08024
     -0.08829      0.37768      0.30127      0.07642
     -0.07829      0.35633      0.28474      0.07159
     -0.06829      0.33568      0.26872      0.06696
     -0.05829      0.32113      0.25752      0.06361
     -0.04829      0.31229      0.25084      0.06146
     -0.03829      0.30293      0.24367      0.05926
     -0.02829      0.28493      0.22948      0.05545
     -0.01829      0.25247      0.20355      0.04892
     -0.00829      0.20505      0.16546      0.03959
      0.00171      0.14875      0.12011      0.02865
      0.01171      0.09418      0.07608      0.01810
      0.02171      0.05104      0.04124      0.00979
      0.03171      0.02331      0.01884      0.00447
      0.04171      0.00887      0.00717      0.00170
      0.05171      0.00279      0.00225      0.00053
      0.06171      0.00072      0.00058      0.00014
      0.07171      0.00015      0.00012      0.00003
      0.08171      0.00003      0.00002      0.00000
      0.09171      0.00000      0.00000      0.00000
      0.10171      0.00000      0.00000      0.00000
      0.11171      0.00000      0.00000      0.00000
      0.12171      0.00000      0.00000      0.00000
      0.13171      0.00000      0.00000      0.00000
      0.14171      0.00000      0.00000      0.00000
      0.15171      0.00000      0.00000      0.00000
      0.16171      0.00000      0.00000      0.00000
      0.17171      0.00000      0.00000      0.00000
      0.18171      0.00000      0.00000      0.00000
      0.19171      0.00000      0.00000      0.00000
      0.20171      0.00000      0.00000      0.00000
      0.21171      0.00000      0.00000      0.00000
      0.22171      0.00000      0.00000      0.00000
      0.23171      0.00000      0.00000      0.00000
      0.24171      0.00000      0.00000      0.00000
      0.25171      0.00000      0.00000      0.00000
      0.26171      0.00000      0.00000      0.00000
      0.27171      0.00000      0.00000      0.00000
      0.28171      0.00000      0.00000      0.00000
      0.29171      0.00000      0.00000      0.00000
      0.30171      0.00000      0.00000      0.00000
      0.31171      0.00000      0.00000      0.00000
      0.32171      0.00000      0.00000      0.00000
      0.33171      0.00000      0.00000      0.00000
      0.34171      0.00000      0.00000      0.00000
      0.35171      0.00000      0.00000      0.00000
      0.36171      0.00000      0.00000      0.00000
      0.37171      0.00000      0.00000      0.00000
      0.38171      0.00000      0.00000      0.00000
      0.39171      0.00000      0.00000      0.00000
      0.40171      0.00000      0.00000      0.00000
      0.41171      0.00000      0.00000      0.00000
      0.42171      0.00000      0.00000      0.00000
      0.43171      0.00000      0.00000      0.00000
      0.44171      0.00000      0.00000      0.00000
      0.45171      0.00000      0.00000      0.00000
      0.46171      0.00000      0.00000      0.00000
      0.47171      0.00000      0.00000      0.00000
      0.48171      0.00000      0.00000      0.00000
      0.49171      0.00000      0.00000      0.00000
      0.50171      0.00000      0.00000      0.00000
      0.51171      0.00000      0.00000      0.00000
      0.52171      0.00000      0.00000      0.00000
      0.53171      0.00000      0.00000      0.00000
      0.54171      0.00000      0.00000      0.00000
      0.55171      0.00000      0.00000      0.00000
      0.56171      0.00000      0.00000      0.00000
      0.57171      0.00000      0.00000      0.00000
      0.58171      0.00000      0.00000      0.00000
      0.59171      0.00000      0.00000      0.00000
      0.60171      0.00000      0.00000      0.00000
      0.61171      0.00000      0.00000      0.00000
      0.62171      0.00000      0.00000      0.00000
      0.63171      0.00000      0.00000      0.00000
      0.64171      0.00000      0.00000      0.00000
      0.65171      0.00000      0.00000      0.00000
      0.66171      0.00000      0.00000      0.00000
      0.67171      0.00000      0.00000      0.00000
      0.68171      0.00000      0.00000      0.00000
      0.69171      0.00000      0.00000      0.00000
      0.70171      0.00000      0.00000      0.00000
      0.71171      0.00000      0.00000      0.00000
      0.72171      0.00000      0.00000      0.00000
      0.73171      0.00000      0.00000      0.00000
      0.74171      0.00000      0.00000      0.00000
      0.75171      0.00000      0.00000      0.00000
      0.76171      0.00000      0.00000      0.00000
      0.77171      0.00000      0.00000      0.00000
      0.78171      0.00000      0.00000      0.00000
      0.79171      0.00000      0.00000      0.00000
      0.80171      0.00000      0.00000      0.00000
      0.81171      0.00000      0.00000      0.00000
      0.82171      0.00000      0.00000      0.00000
      0.83171      0.00000      0.00000      0.00000
      0.84171      0.00000      0.00000      0.00000
      0.85171      0.00000      0.00000      0.00000
      0.86171      0.00000      0.00000      0.00000
      0.87171      0.00000      0.00000      0.00000
      0.88171      0.00000      0.00000      0.00000
      0.89171      0.00000      0.00000      0.00000
      0.90171      0.00000      0.00000      0.00000
      0.91171      0.00000      0.00000      0.00000
      0.92171      0.00000      0.00000      0.00000
      0.93171      0.00000      0.00000      0.00000
      0.94171      0.00000      0.00000      0.00000
      0.95171      0.00000      0.00000      0.00000
      0.96171      0.00000      0.00000      0.00000
      0.97171      0.00000      0.00000      0.00000
      0.98171      0.00000      0.00000      0.00000
      0.99171      0.00000      0.00000      0.00000
      1.00171      0.00000      0.00000      0.00000
      1.01171      0.00000      0.00000      0.00000
      1.02171      0.00000      0.00000      0.00000
      1.03171      0.00000      0.00000      0.00000
      1.04171      0.00000      0.00000      0.00000
      1.05171      0.00000      0.00000      0.00000
      1.06171      0.00000      0.00000      0.00000
      1.07171      0.00000      0.00000      0.00000
      1.08171      0.00000      0.00000      0.00000
      1.09171      0.00000      0.00000      0.00000
      1.10171      0.00000      0.00000      0.00000
      1.11171      0.00000      0.00000      0.00000
      1.12171      0.00000      0.00000      0.00000
      1.13171      0.00000      0.00000      0.00000
      1.14171      0.00000      0.00000      0.00000
      1.15171      0.00000      0.00000      0.00000
      1.16171      0.00000      0.00000      0.00000
      1.17171      0.00000      0.00000      0.00000
      1.18171      0.00000      0.00000      0.00000
      1.19171      0.00000      0.00000      0.00000
      1.20171      0.00000      0.00000      0.00000
      1.21171      0.00000      0.00000      0.00000
      1.22171      0.00000      0.00000      0.00000
      1.23171      0.00000      0.00000      0.00000
      1.24171      0.00000      0.00000      0.00000
      1.25171      0.00000      0.00000      0.00000
      1.26171      0.00000      0.00000      0.00000
      1.27171      0.00000      0.00000      0.00000
      1.28171      0.00000      0.00000      0.00000
