Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -0.07617      0.17536      0.00000      0.00000
     -0.06617      0.00811      0.00000      0.00000
     -0.05617      0.00109      0.00000      0.00000
     -0.04617      0.07180      0.00000      0.00000
     -0.03617      0.67205      0.00000      0.00000
     -0.02617      0.85149      0.00000      0.00000
     -0.01617      0.14604      0.00000      0.00000
     -0.00617      0.00339      0.00000      0.00000
      0.00383      0.00001      0.00000      0.00000
      0.01383      0.00000      0.00000      0.00000
      0.02383      0.00000      0.00000      0.00000
      0.03383      0.00000      0.00000      0.00000
      0.04383      0.00000      0.00000      0.00000
      0.05383      0.00000      0.00000      0.00000
      0.06383      0.00000      0.00000      0.00000
      0.07383      0.00000      0.00000      0.00000
      0.08383      0.00000      0.00000      0.00000
      0.09383      0.00000      0.00000      0.00000
      0.10383      0.00000      0.00000      0.00000
      0.11383      0.00000      0.00000      0.00000
      0.12383      0.00000      0.00000      0.00000
      0.13383      0.00000      0.00000      0.00000
      0.14383      0.00000      0.00000      0.00000
      0.15383      0.00000      0.00000      0.00000
      0.16383      0.00000      0.00000      0.00000
      0.17383      0.00000      0.00000      0.00000
      0.18383      0.00000      0.00000      0.00000
      0.19383      0.00000      0.00000      0.00000
      0.20383      0.00000      0.00000      0.00000
      0.21383      0.00000      0.00000      0.00000
      0.22383      0.00000      0.00000      0.00000
      0.23383      0.00000      0.00000      0.00000
      0.24383      0.00000      0.00000      0.00000
      0.25383      0.00000      0.00000      0.00000
      0.26383      0.00000      0.00000      0.00000
      0.27383      0.00000      0.00000      0.00000
      0.28383      0.00000      0.00000      0.00000
      0.29383      0.00000      0.00000      0.00000
      0.30383      0.00000      0.00000      0.00000
      0.31383      0.00000      0.00000      0.00000
      0.32383      0.00000      0.00000      0.00000
      0.33383      0.00000      0.00000      0.00000
      0.34383      0.00000      0.00000      0.00000
      0.35383      0.00000      0.00000      0.00000
      0.36383      0.00000      0.00000      0.00000
      0.37383      0.00000      0.00000      0.00000
      0.38383      0.00000      0.00000      0.00000
      0.39383      0.00000      0.00000      0.00000
      0.40383      0.00000      0.00000      0.00000
      0.41383      0.00000      0.00000      0.00000
      0.42383      0.00000      0.00000      0.00000
      0.43383      0.00000      0.00000      0.00000
      0.44383      0.00000      0.00000      0.00000
      0.45383      0.00000      0.00000      0.00000
      0.46383      0.00000      0.00000      0.00000
      0.47383      0.00000      0.00000      0.00000
      0.48383      0.00000      0.00000      0.00000
      0.49383      0.00000      0.00000      0.00000
      0.50383      0.00000      0.00000      0.00000
      0.51383      0.00000      0.00000      0.00000
      0.52383      0.00000      0.00000      0.00000
      0.53383      0.00000      0.00000      0.00000
      0.54383      0.00000      0.00000      0.00000
      0.55383      0.00000      0.00000      0.00000
      0.56383      0.00000      0.00000      0.00000
      0.57383      0.00000      0.00000      0.00000
      0.58383      0.00000      0.00000      0.00000
      0.59383      0.00000      0.00000      0.00000
      0.60383      0.00000      0.00000      0.00000
      0.61383      0.00000      0.00000      0.00000
      0.62383      0.00000      0.00000      0.00000
      0.63383      0.00000      0.00000      0.00000
      0.64383      0.00000      0.00000      0.00000
      0.65383      0.00000      0.00000      0.00000
      0.66383      0.00000      0.00000      0.00000
      0.67383      0.00000      0.00000      0.00000
      0.68383      0.00000      0.00000      0.00000
      0.69383      0.00000      0.00000      0.00000
      0.70383      0.00000      0.00000      0.00000
      0.71383      0.00000      0.00000      0.00000
      0.72383      0.00000      0.00000      0.00000
      0.73383      0.00000      0.00000      0.00000
      0.74383      0.00000      0.00000      0.00000
      0.75383      0.00000      0.00000      0.00000
      0.76383      0.00000      0.00000      0.00000
      0.77383      0.00000      0.00000      0.00000
      0.78383      0.00000      0.00000      0.00000
      0.79383      0.00000      0.00000      0.00000
      0.80383      0.00000      0.00000      0.00000
      0.81383      0.00000      0.00000      0.00000
      0.82383      0.00000      0.00000      0.00000
      0.83383      0.00000      0.00000      0.00000
      0.84383      0.00000      0.00000      0.00000
      0.85383      0.00000      0.00000      0.00000
      0.86383      0.00000      0.00000      0.00000
      0.87383      0.00000      0.00000      0.00000
      0.88383      0.00000      0.00000      0.00000
      0.89383      0.00000      0.00000      0.00000
      0.90383      0.00000      0.00000      0.00000
      0.91383      0.00000      0.00000      0.00000
      0.92383      0.00000      0.00000      0.00000
      0.93383      0.00000      0.00000      0.00000
      0.94383      0.00000      0.00000      0.00000
      0.95383      0.00000      0.00000      0.00000
      0.96383      0.00000      0.00000      0.00000
      0.97383      0.00000      0.00000      0.00000
      0.98383      0.00000      0.00000      0.00000
      0.99383      0.00000      0.00000      0.00000
      1.00383      0.00000      0.00000      0.00000
      1.01383      0.00000      0.00000      0.00000
      1.02383      0.00000      0.00000      0.00000
      1.03383      0.00000      0.00000      0.00000
      1.04383      0.00000      0.00000      0.00000
      1.05383      0.00000      0.00000      0.00000
      1.06383      0.00000      0.00000      0.00000
      1.07383      0.00000      0.00000      0.00000
